time,average,SEM,trial_1,trial_2,trial_3,trial_4,trial_5
-5.0,-0.008988617120007323,0.002383471037495478,-0.005037538019309903,-0.010958694372600294,-0.002611539114294036,-0.010123763160945947,-0.016211550932886436
-4.949984000000768,-0.008639782748608982,0.002554638043217429,-0.004711434677552243,-0.011362963415699692,-0.0016143803745904957,-0.009258750920534322,-0.016251384354668153
-4.900000000000546,-0.009276355385032948,0.0026284023576506085,-0.005774252461357111,-0.012680830519007548,-0.0014583769362049859,-0.009927679624874931,-0.016540637383720167
-4.849984000000404,-0.009915324656678598,0.002782225955273152,-0.004531578843871837,-0.013699190598717851,-0.002559030656729171,-0.011453030811872295,-0.01733379237220184
-4.800000000000182,-0.010458634694489672,0.002546475435726159,-0.005247003794745725,-0.014289697138034142,-0.004100351768296768,-0.011371716809176403,-0.017284403962195317
-4.74998400000004,-0.011143644533484334,0.002064603278692765,-0.007529677904035432,-0.014954625179991922,-0.006089886312399525,-0.010383525503935351,-0.016760507767059448
-4.700000000000728,-0.01136241773324806,0.001938758933355881,-0.0073919849790534484,-0.015241239329254088,-0.007401257095343877,-0.010190143162501556,-0.01658746410008732
-4.649984000000586,-0.011175596802111259,0.0020142350293351667,-0.006587602708392217,-0.015112090758523091,-0.007364036129326747,-0.010236186500084279,-0.016578067914229968
-4.600000000000364,-0.011164879395033639,0.0020479939708758473,-0.007002247996161694,-0.015202368196035257,-0.006803630007095015,-0.010154429942839037,-0.016661720833037193
-4.549984000000222,-0.011182961213583868,0.0020713802162991668,-0.007373782518234763,-0.015436240036565017,-0.006406044148280504,-0.010108497193882062,-0.01659024217095699
-4.5,-0.010941286794817897,0.0020720105772428885,-0.0071122523005877755,-0.015452529366336537,-0.006298633047139469,-0.009646227720607624,-0.016196791539418075
-4.449984000000768,-0.010669283665620005,0.0020224786653276704,-0.007430248536951512,-0.015514780233204082,-0.005968499993471136,-0.008979669279594243,-0.015453220284879053
-4.400000000000546,-0.01037598004567073,0.0018138010981023857,-0.008353112380523987,-0.014793854904057798,-0.0056024182185424294,-0.008686696695903646,-0.014443818029325789
-4.349984000000404,-0.00973089610409834,0.0013552824361957737,-0.008426613382142715,-0.011818486261156084,-0.005916271979863275,-0.00884542701447118,-0.013647681882858444
-4.300000000000182,-0.009104623624427774,0.0010154094302445601,-0.008610386353085236,-0.008377750033564698,-0.006428157612241898,-0.009458186769880764,-0.012648637353366275
-4.24998400000004,-0.009284234130197968,0.0010640083908251578,-0.010658919055763934,-0.007023104312959859,-0.006529891228310465,-0.010260312410664557,-0.01194894364329102
-4.200000000000728,-0.009773068919848775,0.0012346888521174335,-0.012444208504445586,-0.006976510990320589,-0.006647179475409279,-0.010910500371489964,-0.011886945257578463
-4.149984000000586,-0.009722530600082054,0.001117281639811878,-0.012452462622385231,-0.006941383987904742,-0.007192788995839932,-0.011169213540512124,-0.010856803853768235
-4.100000000000364,-0.009775965093245114,0.0010005355054814693,-0.012650912390298285,-0.006815289162522215,-0.008439441448413436,-0.01079757939808395,-0.010176603066907678
-4.049984000000222,-0.010295516591990458,0.0010229169461179397,-0.01291546435312963,-0.006700296943280812,-0.01002449730505165,-0.010539598411643734,-0.011297725946846466
-4.0,-0.010734685376178318,0.0011108503984221757,-0.012832470135955096,-0.00653482530814245,-0.010659808903764861,-0.011459100385443574,-0.012187222147585606
-3.949984000000768,-0.011038531016579815,0.0013324203394381167,-0.01354039348524595,-0.0061560280231335454,-0.010366046627655699,-0.01294961057522867,-0.012180576371635207
-3.9000000000005457,-0.011193416755201475,0.001356548303727956,-0.013080488320394924,-0.006471597796410897,-0.009935340636744611,-0.013943211395917044,-0.012536445626539898
-3.849984000000404,-0.011141839743655842,0.0012937774194715522,-0.010705136499298848,-0.007431771532763753,-0.009600772884763475,-0.014682625086626442,-0.0132888927148267
-3.800000000000182,-0.011073476029073145,0.0013805990177697177,-0.00969604018788461,-0.007153502693320723,-0.010188207089272915,-0.014858031166434704,-0.013471599008452783
-3.7499840000000404,-0.01078527447465347,0.0013271969296814318,-0.010191497517133554,-0.00597770214998445,-0.011493767601713228,-0.012777937719699694,-0.01348546738473642
-3.7000000000007276,-0.009911531153454549,0.0015058808644539128,-0.00954272016321827,-0.004953809858089646,-0.011955808742303264,-0.009199697307708615,-0.013905619695952949
-3.649984000000586,-0.00911086271674896,0.0016894668637055304,-0.008681882317313682,-0.0041630496209873235,-0.011672773766144518,-0.007209533983862847,-0.01382707389543643
-3.600000000000364,-0.00928752415394812,0.001621998989389885,-0.009821451683454024,-0.0044697161167551215,-0.011565004275475152,-0.006980020148304868,-0.013601428545751445
-3.5499840000002223,-0.009740031930816951,0.0017301912404097202,-0.011371083457605737,-0.004453809470324998,-0.01173695720308972,-0.0071119768876664645,-0.014026332635397827
-3.5,-0.009674505853705018,0.0018974151514907977,-0.011535891322141686,-0.003291710123211871,-0.012038148328082815,-0.007600291169686888,-0.013906488325401822
-3.449984000000768,-0.009941931713274168,0.0017605917274725901,-0.011864716562231486,-0.003803537794309796,-0.012387572782610696,-0.008270636235988147,-0.013383195191230709
-3.4000000000005457,-0.010579421397484155,0.0016657586085148182,-0.012878829941782717,-0.004862551816369482,-0.012783968770384025,-0.008743589499752446,-0.013628166959132102
-3.349984000000404,-0.010431470367175186,0.0018030756454611224,-0.012942216846237678,-0.003995171825080733,-0.01286847778827623,-0.008912452923881903,-0.013439032452399389
-3.300000000000182,-0.010026530693561294,0.001763081521769842,-0.012189470681328326,-0.003456820194233688,-0.012507952446904376,-0.00921173696126563,-0.012766673184074455
-3.2499840000000404,-0.010303093026412457,0.0017568452659109707,-0.012040160846523104,-0.003517507777091877,-0.012097764610358733,-0.010488847760903006,-0.013371184137185556
-3.2000000000007276,-0.010446881122489291,0.0021078854900124645,-0.012434852356205058,-0.002167303177292497,-0.011397340670247186,-0.012345158019380234,-0.013889751389321478
-3.149984000000586,-0.00994923483761842,0.0023634165209311204,-0.01170433781988125,-0.0007657652025565529,-0.010477285545659127,-0.013725149155098234,-0.013073636464896942
-3.100000000000364,-0.009727412477258869,0.0025061572773701366,-0.009708358834545815,-0.0002688530721935673,-0.01092099531917141,-0.014324706995221356,-0.013414148165162199
-3.0499840000002223,-0.009917932537993142,0.002855420752564322,-0.008321713567041263,0.0005482155216723512,-0.01277091033644746,-0.014056539211611084,-0.014988715096538256
-3.0,-0.009773502682149018,0.0029939121424616567,-0.007196469355088129,0.0008201410403410833,-0.01378715669172524,-0.01326369984914623,-0.01544032855512658
-2.949984000000768,-0.00943162925315907,0.002934406844954435,-0.005329642298354311,6.27854130953745e-05,-0.013759767891141438,-0.012731307603744055,-0.015400213885650915
-2.9000000000005457,-0.009293741053555293,0.00307363783964383,-0.004067119970871137,2.57668768911284e-06,-0.014133244488250797,-0.012570107999215109,-0.015700809497128532
-2.849984000000404,-0.009213765544941868,0.0031579630050094175,-0.003851895330934315,0.0003026810182632628,-0.014663175932171752,-0.012197035905281775,-0.015659401574584758
-2.800000000000182,-0.009251845417217224,0.00294948694611984,-0.0037456476289552706,-0.0008177355867989836,-0.01470266749364119,-0.011654049383233117,-0.015339126993457559
-2.7499840000000404,-0.009623502280521862,0.0025922990266476244,-0.0038560528839176465,-0.002990680616149585,-0.014705012443767927,-0.011776460972514039,-0.014789304486260113
-2.7000000000007276,-0.009969068482947782,0.0022565953564695775,-0.004397964724380831,-0.004653588874034537,-0.014791244169605804,-0.012326352741961701,-0.013676191904756036
-2.649984000000586,-0.010055589515804871,0.0020485756518822304,-0.004509999726776915,-0.005802319503908109,-0.014755263576650543,-0.012633362550182775,-0.01257700222150602
-2.600000000000364,-0.010135677466702133,0.0020058359900210895,-0.004233854232429967,-0.0066255589456811256,-0.014858618472549014,-0.012568424932607727,-0.012391930750242827
-2.5499840000002223,-0.01015104889612778,0.00188042195173226,-0.005118510133324002,-0.0063027372010529634,-0.01473907875456072,-0.011897701332779459,-0.012697217058921751
-2.5,-0.010143461345165106,0.0016918532453445434,-0.006764528466702778,-0.005594343742286229,-0.014193704026026146,-0.011303735914118382,-0.012860994576691993
-2.449984000000768,-0.010379557300555889,0.001704818756554445,-0.0072132694901635335,-0.005779400421609146,-0.014590127364440821,-0.010955351608899079,-0.013359637617666864
-2.4000000000005457,-0.010375590118788839,0.0021165442448013516,-0.005745763328020073,-0.0059001374492137675,-0.016105655855167458,-0.00987224617011117,-0.014254147791431719
