time,average,SEM,trial_1,trial_2,trial_3,trial_4,trial_5
0.0,0.010035653808988769,0.004244935212828976,0.00558359002701528,0.006970815491246886,0.006918363118666024,0.003843734955216414,0.02686176545279924
0.05001599999923201,0.010919530093439754,0.004027940503752904,0.007656148496948552,0.006945657440708607,0.007307291919604113,0.005710820535852338,0.02697773207408516
0.0999999999994543,0.010440426043311751,0.004224888030786183,0.00900615864169,0.007175311985737662,0.004135828966265893,0.004897421682001318,0.026987408940863884
0.1500159999995958,0.010231143529626641,0.004195209723528203,0.010143592766383783,0.007356693161692509,0.004460118782851828,0.002929581106455715,0.026265731830749362
0.1999999999998181,0.010019130207901362,0.0036745023153981152,0.010385765092642966,0.0066106986678838514,0.007050184202143956,0.0022679136834813803,0.02378108939335466
0.2500159999999596,0.009374785176383932,0.0035536066477777364,0.0096579561452983,0.005360792170003649,0.008161523746296414,0.0012951423402710845,0.022398511480050214
0.2999999999992724,0.008273712591284507,0.0036570177735713487,0.00794149171988826,0.0037384502934384974,0.008363667879275127,-0.00018593641249713139,0.021510889476317775
0.3500159999994139,0.0069159775619633546,0.003368599304081132,0.005547049189880748,0.002530940955452334,0.007538858238370895,-0.00032395633621503083,0.019286995762327824
0.3999999999996362,0.00674967378448289,0.0037971823456480844,0.003438961637683027,0.0021263971118001953,0.00647454729026238,0.0003122702503076222,0.021396192632361227
0.4500159999997777,0.007260340386702932,0.0050533899410132345,0.002245299097245264,0.0016781403326383319,0.005009458197503952,0.00014151118483921913,0.027227293121287896
0.5,0.007318813121768471,0.005489660686929883,0.0031780308602384886,0.0021510828256297416,0.0024480045862837817,-0.0003330429748078521,0.029149990311498196
0.550015999999232,0.007734394241277011,0.00531664571731396,0.005074435651286769,0.003540617167395916,0.0011579000262627816,0.00018004047367234008,0.028718977887767245
0.5999999999994543,0.008052462590605958,0.00521983749986052,0.005626390841130625,0.003924580494675397,0.0016063613239635892,0.0004820264412374772,0.028622953852022702
0.6500159999995958,0.008007081575644882,0.005190106977435221,0.006747901635897218,0.004195126681348549,0.0018871268912049627,-0.0009327372116961056,0.028137989881469778
0.6999999999998181,0.008116005684771374,0.005380955625141374,0.008139766207401703,0.004821109059535434,0.0014030711999231153,-0.002275918822474415,0.028492000779471033
0.7500159999999596,0.007560760157656683,0.005348543779815439,0.005952161883676723,0.0046503924427922375,0.0014009443963774809,-0.0023661363778306375,0.028166438443267616
0.7999999999992724,0.0067953896414093455,0.005050006038726157,0.003123639333485324,0.004740380060987003,0.0021341564778496187,-0.0024443262915954875,0.026423098626320266
0.8500159999994139,0.006917805880944583,0.004969327302827011,0.004078701448794305,0.005642699762200277,0.001557386974324408,-0.0026728149486517036,0.02598305616805563
0.8999999999996362,0.007212407683004222,0.005135800309747578,0.00472190514199411,0.0071876160277803535,0.0007543225723396033,-0.0031224755812531836,0.02652067025416023
0.9500159999997777,0.007066120970833376,0.005285731754486831,0.0021600453010859133,0.008896429315396547,0.0017104217736335708,-0.004001000029276925,0.02656470849332777
1.0,0.006798655134447165,0.005421691876781488,0.0006330989137965502,0.008215294588872376,0.002622141739224817,-0.004400669711949207,0.026923410142291288
1.050015999999232,0.0065100196800519285,0.005391733829304411,0.001305210849245074,0.005948092063428845,0.0025798664532849956,-0.004318734484060023,0.02703566351836075
1.0999999999994543,0.006422435132383779,0.005183349953946487,0.0023790129095666627,0.005473247260197537,0.0021436727400310582,-0.004087919897204949,0.026204162649328584
1.1500159999995958,0.0071179111848676145,0.005346296784607394,0.005090137007311691,0.005952373131053217,0.0008303246883356954,-0.003661142903551696,0.02737786400118917
1.199999999999818,0.008288239935923286,0.00595661170849508,0.007755342414943081,0.00652024219975871,-4.9343612694182924e-05,-0.0034235328165573586,0.030638491494166184
1.2500159999999596,0.008891160028294438,0.006210658018884459,0.007312292785281703,0.007638346664387563,0.0005698370493920664,-0.0033641066951665076,0.032299430337577366
1.2999999999992724,0.008808024957932146,0.0064797269470643765,0.005912133907144624,0.0081988052171297,6.157347282469819e-05,-0.0034975407048673727,0.033365152897429085
1.350015999999414,0.009004825483112634,0.0068581483326984405,0.005631479423676253,0.009413054082287712,-0.0011249122018554937,-0.0036933783399485825,0.034797884451403284
1.3999999999996362,0.009674900061633148,0.006759751851298914,0.005271732202781123,0.011898045921066167,-5.9744151803792236e-05,-0.0033915901026848683,0.03465605643880711
1.4500159999997777,0.009983394158677212,0.006547887565930803,0.004662460275512829,0.013783110550161364,0.0013320245179259521,-0.003479698900172793,0.03361907434995871
1.5,0.010043692000970477,0.0061571459031101415,0.006336322793523747,0.016061220993785003,0.0015114502107392463,-0.00439658275382013,0.03070604876062452
1.550015999999232,0.010197455535478076,0.005465884405499045,0.00957294002042699,0.018743305745542106,0.0018589294191603497,-0.004668401133817604,0.02548050362607853
1.5999999999994543,0.01006510534750897,0.005102628474722801,0.010241598314402845,0.01956344306835587,0.001956065258178371,-0.004199340243205752,0.022763760339813515
1.6500159999995958,0.009827927731495715,0.005254050127189644,0.007885912403331155,0.019632605354854185,0.0013595476445980885,-0.0036587169828238343,0.02392029023751898
1.699999999999818,0.010034996282967144,0.005709731010110131,0.005572023397799888,0.019707913628293612,0.0007361548469720423,-0.002815338139948662,0.02697422768171883
1.7500159999999596,0.009841834619681735,0.006055702234405957,0.004818097818839271,0.0172027942953489,-0.00019426807685141539,-0.0024897204891612817,0.02987226955023321
1.7999999999992724,0.008445896714687392,0.005853250881158042,0.004857091614235023,0.013475847940615963,-0.0015678636098575406,-0.0032366836428121006,0.028701091271255624
